OD,oLon,oLat,dLon,dLat,busDis,busTime,busWalkTime,busWalkDis,busWaitTime,busBoardTime,busBoardDis,busTransNum,taxiCost,busCost,driveTime,driveDis
1001401488099960-3003401474099942,113.94865920016564,22.533862145734602,113.93330255002844,22.514392294948802,3397.0,1924.0,617.0,1440.0,0.0,1307.0,3207.0,0,13.352799999999998,2.0,773,3482
1001401486099960-1001401578100050,113.9462314708742,22.533816054785625,114.05575512022465,22.637395252609025,20664.0,6810.0,720.0,1684.0,1.0,6089.0,22670.0,1,54.79360000000001,5.0,3998,24295
1001401488099960-1001401464099958,113.94865920016564,22.533862145734602,113.91957693121752,22.531051428554072,2994.0,3242.0,325.0,760.0,0.0,2917.0,5223.0,0,12.3856,2.5,1111,4746
1001401488099960-1001401520100010,113.94865920016564,22.533862145734602,113.98627760587574,22.59097832963096,9271.0,4240.0,1109.0,2588.0,0.0,3131.0,10597.0,0,27.4504,3.0,2107,10695
1001401486099960-1001401470099950,113.9462314708742,22.533816054785625,113.92705953274351,22.522169853987922,2962.0,1951.0,466.0,1090.0,1.0,1484.0,2841.0,0,12.3088,2.5,858,4048
1001401488099960-1001401562099990,113.94865920016564,22.533862145734602,114.03776677723029,22.569373673071517,11889.0,4350.0,1288.0,3008.0,1.0,3061.0,13556.0,0,33.7336,3.0,1845,14056
1001401488099960-3003401488099996,113.94865920016564,22.533862145734602,113.94895479863821,22.57560768492657,4240.0,3685.0,732.0,1708.0,0.0,2953.0,6516.0,0,15.376,2.0,1467,6905
3003401486099950-1001401502099962,113.94766851071554,22.52369034958485,113.96560415804184,22.53643907057972,2958.0,2087.0,910.0,2126.0,1.0,1176.0,3437.0,0,12.2992,2.5,721,3477
1001401488099960-1001401402100030,113.94865920016564,22.533862145734602,113.84247360735014,22.610773635658045,17660.0,4565.0,162.0,380.0,0.0,4403.0,16973.0,0,47.584,2.5,2853,16168
1001401488099960-1001401568099954,113.94865920016564,22.533862145734602,114.04591753895107,22.52890938810984,9565.0,2793.0,472.0,1102.0,0.0,2321.0,12464.0,0,28.156,2.5,1175,13282
1001401488099960-3003401748100092,113.94865920016564,22.533862145734602,114.2625609190762,22.689579667060862,44980.0,9407.0,1263.0,2950.0,1.0,8143.0,48777.0,1,127.53759999999998,9.0,4594,44050
1001401488099960-3003401410099994,113.94865920016564,22.533862145734602,113.85430079724917,22.57152497901948,12596.0,2842.0,1658.0,3871.0,1.0,1183.0,11713.0,1,35.4304,4.0,2793,14126
1001401488099960-1001401408099996,113.94865920016564,22.533862145734602,113.85063293138668,22.57258112685901,13044.0,6290.0,181.0,424.0,0.0,6109.0,19282.0,0,36.5056,2.5,2737,14090
1001401488099960-3003401440099968,113.94865920016564,22.533862145734602,113.8913818102412,22.54291752184525,6253.0,2315.0,1566.0,3656.0,0.0,749.0,6199.0,0,20.2072,3.0,1711,9272
1001401488099960-1001401456099948,113.94865920016564,22.533862145734602,113.91011752576814,22.51958913148828,5034.0,2963.0,784.0,1830.0,0.0,2179.0,4455.0,0,17.281599999999994,2.5,1436,5346
1001401488099960-1001401594099978,113.94865920016564,22.533862145734602,114.07690991629192,22.55655251498694,14244.0,4492.0,959.0,2240.0,1.0,3532.0,13755.0,0,39.3856,2.5,2192,18465
1001401488099960-1001401480099970,113.94865920016564,22.533862145734602,113.93869947669232,22.544953830689842,2047.0,1812.0,180.0,422.0,0.0,1632.0,2377.0,0,10.1128,2.0,1276,2636
1001401488099960-1001401554099982,113.94865920016564,22.533862145734602,114.02824612675695,22.560172469282843,10073.0,3369.0,622.0,1454.0,1.0,2746.0,11454.0,0,29.3752,2.5,1653,12449
1001401488099960-3003401488099988,113.94865920016564,22.533862145734602,113.94915352004575,22.56658661973223,3349.0,3315.0,850.0,1984.0,0.0,2465.0,5422.0,0,13.2376,2.0,1533,6148
1001401488099960-1001401486100004,113.94865920016564,22.533862145734602,113.94513796863664,22.58343183383037,5331.0,3911.0,852.0,1988.0,0.0,3059.0,7161.0,0,17.9944,2.0,1711,7760
1001401488099960-7007401412099988,113.94865920016564,22.533862145734602,113.85925931527184,22.56710982701533,11688.0,5028.0,724.0,1692.0,1.0,4303.0,13238.0,0,33.2512,2.5,2487,13125
1001401488099960-3003401622100022,113.94865920016564,22.533862145734602,114.11106362404492,22.60794018354905,22614.0,6585.0,544.0,1270.0,0.0,6041.0,25029.0,0,59.4736,2.5,3255,24330
1001401488099960-1001401562099978,113.94865920016564,22.533862145734602,114.03805606468453,22.555840953353076,10550.0,3735.0,988.0,2308.0,1.0,2746.0,11454.0,0,30.52,2.5,1600,12242
1001401486099960-15015401528099976,113.9462314708742,22.533816054785625,114.00515188942806,22.560871383639537,8222.0,4323.0,1570.0,3664.0,0.0,2753.0,10357.0,0,24.9328,2.5,2517,12650
1001401488099960-1001401464099972,113.94865920016564,22.533862145734602,113.91922634738144,22.546837915903392,4053.0,2797.0,1079.0,2520.0,1.0,1717.0,3550.0,0,14.9272,2.5,1517,5742
1001401488099960-1001401584099970,113.94865920016564,22.533862145734602,114.06495892375212,22.54730911323813,12197.0,4001.0,789.0,1844.0,1.0,3211.0,13629.0,0,34.47279999999999,3.0,1708,16342
1001401486099960-1001401592100066,113.9462314708742,22.533816054785625,114.07238098928123,22.65575090464281,24068.0,8726.0,507.0,1186.0,1.0,8218.0,32238.0,1,62.9632,5.0,3745,25962
1001401488099960-1001401454099948,113.94865920016564,22.533862145734602,113.90769013393671,22.51954248709001,5264.0,4546.0,724.0,1692.0,1.0,3821.0,8451.0,0,17.8336,2.5,1373,6150
1001401488099960-3003401556100072,113.94865920016564,22.533862145734602,114.02968432566456,22.66286162875055,20576.0,6735.0,857.0,2002.0,1.0,5877.0,23945.0,0,54.5824,7.0,3689,22187
1001401488099960-1001401502099970,113.94865920016564,22.533862145734602,113.96540680031664,22.545460307890334,2731.0,1686.0,223.0,522.0,0.0,1463.0,2853.0,0,11.7544,2.5,1031,3066
1001401488099960-7007401544099976,113.94865920016564,22.533862145734602,114.01981946698734,22.55663180509193,8930.0,3318.0,802.0,1874.0,1.0,2515.0,9702.0,0,26.632,2.5,1780,11445
1001401488099960-15015401472099968,113.94865920016564,22.533862145734602,113.93736037519356,22.55056845012125,2739.0,2149.0,607.0,1418.0,0.0,1542.0,2930.0,0,11.7736,1.0,1479,3107
1001401488099960-7007401488099984,113.94865920016564,22.533862145734602,113.95163133637656,22.56437738534386,3357.0,3000.0,822.0,1920.0,0.0,2178.0,3542.0,0,13.2568,2.0,1189,5018
1001401488099960-1001401402100028,113.94865920016564,22.533862145734602,113.84252511863373,22.608518608721123,17428.0,4909.0,504.0,1178.0,0.0,4405.0,16973.0,0,47.0272,2.5,3099,16597
1001401488099960-3003401500099964,113.94865920016564,22.533862145734602,113.96431619454563,22.539799098772868,2058.0,1818.0,358.0,836.0,0.0,1460.0,2167.0,0,10.1392,2.0,792,2246
1001401488099960-1001401402100018,113.94865920016564,22.533862145734602,113.84278257685837,22.597243462870733,16266.0,5162.0,1040.0,2428.0,0.0,4122.0,15929.0,0,44.23839999999999,2.5,2968,15765
1001401488099960-7007401728100008,113.94865920016564,22.533862145734602,114.24252899571728,22.596714477202177,33734.0,8862.0,473.0,1107.0,1.0,8388.0,40989.0,2,92.45008,9.0,4689,43645
1001401486099960-1001401422100002,113.9462314708742,22.533816054785625,113.86747732043224,22.579678902463108,11970.0,4114.0,641.0,1498.0,1.0,3472.0,12218.0,0,33.928000000000004,2.5,2239,11062
1001401488099960-7007401448099976,113.94865920016564,22.533862145734602,113.90326873121865,22.554427643964942,6306.0,3971.0,732.0,1710.0,0.0,3239.0,7502.0,0,20.3344,2.5,1429,8053
1001401488099960-3003401626099994,113.94865920016564,22.533862145734602,114.11658053972643,22.57644918131382,19949.0,5739.0,1760.0,4108.0,0.0,3979.0,18184.0,0,53.0776,2.5,2788,21051
1001401488099960-3003401602099966,113.94865920016564,22.533862145734602,114.08809836067516,22.54434536597356,14054.0,4540.0,814.0,1900.0,0.0,3726.0,18988.0,0,38.9296,2.5,2100,18287
1001401488099960-7007401440099960,113.94865920016564,22.533862145734602,113.893960953373,22.536198913331326,5334.0,4015.0,3490.0,8144.0,0.0,525.0,4076.0,0,18.001599999999996,3.0,1707,8632
1001401488099960-7007401464100032,113.94865920016564,22.533862145734602,113.92128840973038,22.617946587366056,11038.0,5058.0,973.0,2274.0,1.0,4084.0,11404.0,1,31.6912,4.0,3414,17606
1001401488099960-1001401500099964,113.94865920016564,22.533862145734602,113.96312697599954,22.53864853564281,1831.0,2413.0,1270.0,2966.0,1.0,1142.0,1772.0,0,10.0,2.5,804,2396
1001401488099960-3003401420099996,113.94865920016564,22.533862145734602,113.8663907192688,22.574017466080022,11721.0,4057.0,794.0,1854.0,0.0,3263.0,11648.0,0,33.3304,2.5,2282,12188
1001401488099960-15015401448099992,113.94865920016564,22.533862145734602,113.9076208761662,22.577072683803912,8186.0,4745.0,753.0,1758.0,0.0,3992.0,9761.0,0,24.8464,2.5,1987,10357
1001401488099960-1001401414099998,113.94865920016564,22.533862145734602,113.8578663420835,22.57497891834304,12613.0,2676.0,1492.0,3483.0,1.0,1183.0,11713.0,1,35.4712,4.0,2591,13474
1001401488099960-7007401484099940,113.94865920016564,22.533862145734602,113.94786669039513,22.51466916597595,2011.0,2121.0,868.0,2026.0,0.0,1253.0,2575.0,0,10.0264,1.0,778,3900
1001401488099960-1001401442099994,113.94865920016564,22.533862145734602,113.89196360843249,22.571130380264645,9046.0,3465.0,492.0,1150.0,0.0,2973.0,9054.0,0,26.9104,2.5,1469,9318
1001401488099960-1001401500099976,113.94865920016564,22.533862145734602,113.962830627987,22.552180352312174,3169.0,2576.0,993.0,2318.0,0.0,1583.0,2910.0,0,12.8056,1.0,962,4684
1001401488099960-3003401498099970,113.94865920016564,22.533862145734602,113.96174011184047,22.54651913549913,2496.0,3286.0,1142.0,2666.0,0.0,2144.0,3769.0,0,11.1904,2.5,1950,7750
1001401488099960-1001401620100012,113.94865920016564,22.533862145734602,114.10767902591377,22.595468815114412,21040.0,5875.0,558.0,1302.0,0.0,5317.0,23084.0,0,55.696000000000005,2.5,3150,24528
3003401486099950-1001401584099964,113.94766851071554,22.52369034958485,114.06510211259892,22.540542571922174,12646.0,2718.0,879.0,2054.0,2.0,1837.0,13299.0,2,35.5504,5.0,1611,15779
1001401488099960-7007401488099992,113.94865920016564,22.533862145734602,113.95143279774538,22.573398473874644,4248.0,2996.0,798.0,1862.0,0.0,2198.0,5536.0,0,15.3952,2.0,1261,5746
1001401488099960-7007401540100052,113.94865920016564,22.533862145734602,114.01311264542544,22.64224661606663,16948.0,5963.0,1091.0,2546.0,0.0,4872.0,20825.0,0,45.8752,2.5,2901,19604
1001401488099960-7007401648099976,113.94865920016564,22.533862145734602,114.14609879539776,22.55892452848405,20932.0,6076.0,1314.0,3068.0,0.0,4762.0,23597.0,0,55.4368,2.5,2611,23899
1001401488099960-3003401420099992,113.94865920016564,22.533862145734602,113.8664927711574,22.569507286904315,11256.0,4694.0,442.0,1034.0,1.0,4251.0,12819.0,0,32.2144,2.5,2278,11923
1001401488099960-1001401462099974,113.94865920016564,22.533862145734602,113.9167483100986,22.54904656001023,4507.0,2995.0,1560.0,3642.0,0.0,1435.0,3382.0,0,16.0168,2.0,1878,6756
1001401488099960-7007401648100008,113.94865920016564,22.533862145734602,114.14535489202456,22.595015183396047,24505.0,8383.0,1843.0,4302.0,0.0,6540.0,28945.0,0,64.012,5.0,4300,28096
1001401488099960-15015401488099952,113.94865920016564,22.533862145734602,113.95718041156786,22.53289515571435,892.0,1505.0,653.0,1526.0,1.0,851.0,534.0,0,10.0,3.0,334,2409
1001401488099960-3003401572100056,113.94865920016564,22.533862145734602,114.04951190658564,22.64517758790626,20638.0,6712.0,944.0,2204.0,0.0,5768.0,26554.0,0,54.7312,5.0,3949,24355
1001401488099960-3003401400100020,113.94865920016564,22.533862145734602,113.841490999343,22.60060208382541,16725.0,5075.0,963.0,2248.0,0.0,4112.0,15929.0,0,45.34,2.5,3031,16041
1001401488099960-1001401458099972,113.94865920016564,22.533862145734602,113.91194269944752,22.546698125453066,4717.0,2845.0,1410.0,3292.0,0.0,1435.0,3382.0,0,16.520799999999998,2.0,1280,6302
1001401488099960-1001401456099962,113.94865920016564,22.533862145734602,113.90976606492272,22.535375500092613,3778.0,2185.0,1769.0,4130.0,1.0,415.0,3044.0,0,14.2672,2.0,1396,6372
1001401488099960-3003401448099984,113.94865920016564,22.533862145734602,113.90068956568224,22.561146401730213,7224.0,2455.0,278.0,650.0,0.0,2177.0,6864.0,0,22.5376,2.5,1491,7885
3003401486099950-3003401496099988,113.94766851071554,22.52369034958485,113.95886679510322,22.566770840768037,5391.0,3641.0,706.0,1648.0,0.0,2935.0,6847.0,0,18.1384,2.0,1369,6674
1001401486099960-3003401552100016,113.9462314708742,22.533816054785625,114.02618422007488,22.599619928328682,14094.0,4297.0,696.0,1626.0,0.0,3601.0,15521.0,0,39.0256,3.0,2429,15433
1001401486099960-1001401534099972,113.9462314708742,22.533816054785625,114.00420644622677,22.54844449389254,6879.0,2003.0,861.0,2013.0,2.0,1140.0,7417.0,1,21.7096,3.0,1649,9929
1001401488099960-1001401500099960,113.94865920016564,22.533862145734602,113.96322570837157,22.534137924210444,1386.0,1747.0,604.0,1410.0,0.0,1143.0,1772.0,0,10.0,2.5,863,2878
1001401488099960-7007401588099956,113.94865920016564,22.533862145734602,114.07371932019052,22.535058576963536,11777.0,4093.0,662.0,1546.0,0.0,3431.0,16648.0,0,33.4648,4.0,1285,15645
1001401488099960-1001401632099990,113.94865920016564,22.533862145734602,114.12276986209606,22.570919074150037,19968.0,5753.0,767.0,1792.0,1.0,4985.0,21349.0,0,53.1232,4.0,2673,21238
1001401488099960-1001401446100002,113.94865920016564,22.533862145734602,113.89661795759784,22.580244924477334,9532.0,3927.0,659.0,1538.0,0.0,3268.0,9973.0,0,28.0768,2.0,2134,10659
1001401488099960-1001401430100020,113.94865920016564,22.533862145734602,113.87673265838085,22.600164127151388,13396.0,5525.0,1407.0,3284.0,0.0,4118.0,14739.0,0,37.3504,2.5,2841,15043
1001401486099960-3003401474099982,113.9462314708742,22.533816054785625,113.93230533375704,22.55949712502928,3890.0,3524.0,1358.0,3172.0,1.0,2165.0,3196.0,0,14.536,2.0,2157,6062
1001401486099960-3003401500100012,113.9462314708742,22.533816054785625,113.96312984060512,22.593926258816534,7642.0,4457.0,538.0,1256.0,0.0,3919.0,9839.0,0,23.5408,2.0,1711,8529
1001401486099960-1001401518099986,113.9462314708742,22.533816054785625,113.98443828830575,22.563868640081377,6594.0,2974.0,602.0,1406.0,0.0,2372.0,6323.0,0,21.0256,2.5,1673,7721
1001401488099960-15015401448099976,113.94865920016564,22.533862145734602,113.90802362528716,22.55903124696872,6328.0,3111.0,931.0,2174.0,0.0,2180.0,6864.0,0,20.3872,2.5,1447,7446
1001401488099960-1001401484100006,113.94865920016564,22.533862145734602,113.9426595628026,22.585640842940855,5785.0,4303.0,1127.0,2630.0,0.0,3176.0,7613.0,0,19.084,2.0,1994,8305
1001401488099960-1001401500099956,113.94865920016564,22.533862145734602,113.96332441560033,22.52962730984096,1795.0,1703.0,560.0,1308.0,0.0,1143.0,1772.0,0,10.0,2.5,602,2613
1001401488099960-1001401552099980,113.94865920016564,22.533862145734602,114.02586616106802,22.55787209987333,9619.0,3488.0,745.0,1740.0,0.0,2743.0,11454.0,0,28.2856,2.5,1580,12644
1001401488099960-1001401420100004,113.94865920016564,22.533862145734602,113.86499790446028,22.581886580015336,12645.0,4033.0,388.0,908.0,1.0,3644.0,12941.0,0,35.548,2.5,2390,12559
1001401488099960-1001401566100024,113.94865920016564,22.533862145734602,114.04180438901646,22.60780592148439,16146.0,4808.0,463.0,1082.0,0.0,4345.0,21885.0,0,43.9504,2.5,2759,17139
1001401488099960-3003401440099984,113.94865920016564,22.533862145734602,113.89097721708968,22.56095870976119,8111.0,2893.0,453.0,1058.0,0.0,2440.0,8269.0,0,24.666400000000007,2.5,1524,9215
1001401488099960-3003401424100008,113.94865920016564,22.533862145734602,113.87094138534546,22.587642762176795,12672.0,4660.0,1302.0,3038.0,0.0,3358.0,11092.0,0,35.6128,2.5,3101,16450
1001401488099960-15015401456099968,113.94865920016564,22.533862145734602,113.91793658715966,22.550197075540446,4512.0,3414.0,1103.0,2574.0,0.0,2311.0,3841.0,0,16.028799999999997,2.5,1138,6169
1001401486099960-1001401504099972,113.9462314708742,22.533816054785625,113.96778546083004,22.547761444509412,3417.0,2298.0,799.0,1866.0,0.0,1499.0,2594.0,0,13.4008,2.5,1239,4116
1001401488099960-3003401416100000,113.94865920016564,22.533862145734602,113.86143200508256,22.57843276142849,12628.0,4346.0,701.0,1638.0,1.0,3644.0,12941.0,0,35.5072,2.5,2680,12802
1001401488099960-3003401538099978,113.94865920016564,22.533862145734602,114.01010647296259,22.55645141472963,8006.0,3274.0,759.0,1772.0,0.0,2515.0,9702.0,0,24.4144,2.5,1726,11730
1001401486099960-1001401460099960,113.9462314708742,22.533816054785625,113.91467156709943,22.533213548073764,3003.0,1352.0,937.0,2188.0,0.0,415.0,3044.0,0,12.4072,2.0,1533,5718
1001401488099960-1001401490099992,113.94865920016564,22.533862145734602,113.95029322431171,22.569992601867032,3798.0,3284.0,797.0,1862.0,1.0,2486.0,5422.0,0,14.3152,2.0,1187,5592
1001401488099960-3003401508099988,113.94865920016564,22.533862145734602,113.9734368965881,22.567046074494897,5658.0,3692.0,775.0,1810.0,0.0,2917.0,7451.0,0,18.779200000000003,2.0,1523,6628
1001401488099960-3003401516099952,113.94865920016564,22.533862145734602,113.98403350441635,22.526632613345708,4027.0,2430.0,746.0,1742.0,0.0,1684.0,4818.0,0,14.8648,2.5,968,6650
1001401488099960-7007401484100052,113.94865920016564,22.533862145734602,113.94508131762498,22.64096366803833,11145.0,5738.0,1262.0,2948.0,1.0,4475.0,13907.0,1,31.948,4.5,2685,14937
1001401488099960-1001401406100020,113.94865920016564,22.533862145734602,113.84758838581057,22.59959402372732,16055.0,4228.0,186.0,436.0,0.0,4042.0,15570.0,0,43.732,2.5,2876,15908
1001401488099960-1001401460099956,113.94865920016564,22.533862145734602,113.91477184647287,22.52870313859024,3679.0,1859.0,1444.0,3370.0,0.0,415.0,3044.0,0,14.0296,2.0,1246,5361
1001401488099960-15015401456099952,113.94865920016564,22.533862145734602,113.91833746333988,22.532155402516263,2998.0,3284.0,370.0,864.0,0.0,2914.0,6467.0,0,12.3952,2.0,1261,5786
1001401488099960-1001401418099996,113.94865920016564,22.533862145734602,113.86277393224444,22.57281881226345,11936.0,2622.0,1352.0,3156.0,0.0,1270.0,11389.0,0,33.8464,4.0,2427,12467
1001401488099960-3003401474099966,113.94865920016564,22.533862145734602,113.9327045250325,22.54145522834536,2253.0,2485.0,688.0,1608.0,1.0,1796.0,3030.0,0,10.6072,2.0,1010,2867
1001401488099960-15015401560100008,113.94865920016564,22.533862145734602,114.04323539812613,22.59767841030064,15256.0,5166.0,976.0,2278.0,0.0,4190.0,21466.0,0,41.8144,2.5,2843,17481
1001401488099960-1001401538100062,113.94865920016564,22.533862145734602,114.00686715474356,22.650027108681694,17152.0,6695.0,721.0,1685.0,1.0,5973.0,22107.0,1,46.3648,6.0,2825,19557
1001401488099960-7007401736100000,113.94865920016564,22.533862145734602,114.25242608507804,22.587857707047053,33762.0,8403.0,480.0,1122.0,0.0,7923.0,39218.0,2,92.53744,9.0,4078,40162
1001401488099960-1001401392100056,113.94865920016564,22.533862145734602,113.82965670695252,22.639848974711853,21791.0,5676.0,693.0,1618.0,0.0,4983.0,20150.0,0,57.4984,2.5,3176,21770
1001401488099960-15015401424100000,113.94865920016564,22.533862145734602,113.87827718016231,22.585529182577282,11775.0,3956.0,598.0,1396.0,0.0,3358.0,11092.0,0,33.46,2.5,1802,13107
1001401488099960-7007401460099964,113.94865920016564,22.533862145734602,113.91813754815549,22.541176530497125,3583.0,2208.0,494.0,1154.0,0.0,1714.0,3550.0,0,13.7992,2.5,1041,4831
1001401486099960-3003401422099994,113.9462314708742,22.533816054785625,113.86886995819523,22.571809746660005,11046.0,2371.0,1225.0,2860.0,0.0,1146.0,10172.0,0,31.7104,4.0,2149,11049
