114.055237,22.604669,1
113.918338,22.532156,1
113.909967,22.526355,1
113.916949,22.540026,1
113.961444,22.560051,1
113.950045,22.581269,1
114.009257,22.539513,1
113.964517,22.586056,1
113.838392,22.629869,1
113.952028,22.546335,1
113.965604,22.536439,1
114.154701,22.613233,1
113.938600,22.549464,1
113.854096,22.580545,1
113.861534,22.573923,1
113.981164,22.546885,1
114.017440,22.554331,1
114.077338,22.536253,1
114.063434,22.561947,1
114.043236,22.597679,1
113.951334,22.577909,1
113.888397,22.567677,1
114.108304,22.623685,1
114.034323,22.616693,1
114.053528,22.570791,1
113.948262,22.551904,1
113.829906,22.734606,-1
113.979631,22.561522,1
113.947616,22.581223,1
113.952573,22.576805,1
113.921654,22.546884,1
113.933203,22.518903,1
113.960949,22.582604,1
113.893759,22.545220,1
114.007824,22.549640,1
113.929287,22.531237,1
114.050390,22.547042,1
113.860141,22.581792,1
114.003197,22.651086,1
113.917937,22.550197,1
113.865151,22.575121,1
113.879496,22.531406,-1
113.860397,22.570516,1
114.026495,22.528551,1
113.959362,22.544218,1
113.943799,22.589047,1
114.058153,22.524621,1
113.999479,22.654401,1
113.868767,22.576320,1
114.079813,22.534041,1
114.021641,22.641277,1
113.937560,22.541548,1
114.047059,22.532315,1
114.030112,22.529746,1
113.880452,22.596852,1
113.860448,22.568261,1
113.894864,22.712193,-1
113.863911,22.576225,1
114.065618,22.630807,1
113.965604,22.536439,1
113.955992,22.587022,1
113.862621,22.579584,1
113.967884,22.543251,1
113.957181,22.532895,1
113.995634,22.551669,1
114.018630,22.555482,1
113.900286,22.579188,1
113.966694,22.542100,1
114.114575,22.556105,1
113.967089,22.524057,1
113.919814,22.575051,1
113.965505,22.540950,1
113.835342,22.603865,1
114.032203,22.545579,1
113.908426,22.540990,1
114.066483,22.532670,1
113.967983,22.538740,1
114.042011,22.541248,1
114.101724,22.589720,1
114.024966,22.543189,1
114.040484,22.555886,1
113.947768,22.519180,1
113.948756,22.584629,1
113.989736,22.543662,1
113.963328,22.584905,1
114.132625,22.564326,1
113.969675,22.627893,1
113.926237,22.613523,1
113.969868,22.563594,1
113.914922,22.521938,1
114.055899,22.630629,1
113.898211,22.563355,1
113.894163,22.527178,1
114.009035,22.606070,1
113.965456,22.543205,1
113.891862,22.575641,1
113.829709,22.637594,1
114.195409,22.643285,1
114.092387,22.571500,1
113.963176,22.536393,1
113.916999,22.537771,1
113.909816,22.533120,1
114.052386,22.567386,1
113.966695,22.542100,1
113.908911,22.573714,1
113.974028,22.539982,1
113.839011,22.602809,1
114.035223,22.631376,1
113.933844,22.544861,1
113.962039,22.588265,1
113.922005,22.531098,1
113.901828,22.564553,1
113.934242,22.526819,1
114.065007,22.545054,1
114.052011,22.527893,1
114.000491,22.551760,1
113.937759,22.532526,1
114.073719,22.535058,1
113.904790,22.703361,-1
113.923493,22.518717,1
114.100778,22.634832,1
113.862723,22.575074,1
113.873319,22.589945,1
113.888802,22.549636,1
113.964119,22.548820,1
113.996221,22.524604,1
114.063721,22.548415,1
114.052795,22.662161,1
113.889738,22.562063,1
113.867324,22.586444,1
114.097811,22.544521,1
113.924405,22.641696,1
114.123745,22.640887,1
113.894190,22.580198,1
113.929337,22.528982,1
113.848931,22.593980,1
114.022587,22.540889,1
114.021591,22.530717,1
114.120781,22.608115,1
113.874304,22.600117,1
114.042463,22.633766,1
113.913583,22.527552,1
113.916261,22.516323,1
113.923932,22.553697,1
113.933303,22.514392,1
114.055755,22.637395,1
113.919577,22.531051,1
113.986278,22.590978,1
113.927060,22.522170,1
114.037767,22.569374,1
113.948955,22.575608,1
113.965604,22.536439,1
113.842474,22.610774,1
114.045918,22.528909,1
114.262561,22.689580,-1
113.854301,22.571525,1
113.850633,22.572581,1
113.891382,22.542918,1
113.910118,22.519589,1
114.076910,22.556553,1
113.938699,22.544954,1
114.028246,22.560172,1
113.949154,22.566587,1
113.945138,22.583432,1
113.859259,22.567110,1
114.111064,22.607940,1
114.038056,22.555841,1
114.005152,22.560871,1
113.919226,22.546838,1
114.064959,22.547309,1
114.072381,22.655751,1
113.907690,22.519542,1
114.029684,22.662862,1
113.965407,22.545460,1
114.019819,22.556632,1
113.937360,22.550568,1
113.951631,22.564377,1
113.842525,22.608519,1
113.964316,22.539799,1
113.842783,22.597243,1
114.242529,22.596714,-1
113.867477,22.579679,1
113.903269,22.554428,1
114.116581,22.576449,1
114.088098,22.544345,1
113.893961,22.536199,1
113.921288,22.617947,1
113.963127,22.538649,1
113.866391,22.574017,1
113.907621,22.577073,1
113.857866,22.574979,1
113.947867,22.514669,1
113.891964,22.571130,1
113.962831,22.552180,1
113.961740,22.546519,1
114.107679,22.595469,1
114.065102,22.540543,1
113.951433,22.573398,1
114.013113,22.642247,1
114.146099,22.558925,1
113.866493,22.569507,1
113.916748,22.549047,1
114.145355,22.595015,1
113.957180,22.532895,1
114.049512,22.645178,1
113.841491,22.600602,1
113.911943,22.546698,1
113.909766,22.535376,1
113.900690,22.561146,1
113.958867,22.566771,1
114.026184,22.599620,1
114.004206,22.548444,1
113.963226,22.534138,1
114.073719,22.535059,1
114.122770,22.570919,1
113.896618,22.580245,1
113.876733,22.600164,1
113.932305,22.559497,1
113.963130,22.593926,1
113.984438,22.563869,1
113.908024,22.559031,1
113.942660,22.585641,1
113.963324,22.529627,1
114.025866,22.557872,1
113.864998,22.581887,1
114.041804,22.607806,1
113.890977,22.560959,1
113.870941,22.587643,1
113.917937,22.550197,1
113.967785,22.547761,1
113.861432,22.578433,1
114.010106,22.556451,1
113.914672,22.533214,1
113.950293,22.569993,1
113.973437,22.567046,1
113.984034,22.526633,1
113.945081,22.640964,1
113.847588,22.599594,1
113.914772,22.528703,1
113.918337,22.532155,1
113.862774,22.572819,1
113.932705,22.541455,1
